0;jogador;posicao;id_jogador;id_equipe;jogador_apelido;altura
899;Cesar Luiz Fabretti Araujo;AlaPivo;119;29;César;2.02
900;Chandler Yury Chaves;Ala;133;19;Chandler;1.96
901;Chinwuba Uzoma Jeffersom Agba;Pivo;190;13;Jeff;2.08
902;Cleiton Luiz Sebastião;Pivo;1027;55;Sebastião;2.11
904;Cristian Gabriel Cortés;Armador;1004;54;Cortés;1.82
905;Daniel Almiro Zillmer;Ala;828;23;Gaúcho;1.98
906;Daniel Andreev Conti;Pivo;311;23;Daniel Conti;2.02
907;Daniel Machado de Barros Castellar;Pivo;404;15;D, Alemão;2.02
908;Daniel Nascimento Costa Souza;Pivo;299;21;Daniel Filé;2.07
910;Danilo Fuzaro Siqueira;AlaArmador;1002;16;Siqueira;1.95
911;Davi Rossetto de Oliveira;Armador;381;53;Davi;1.81
912;David Augusto Santos Brito;AlaArmador;1075;29;David;1.91
913;Deandre Coleman;Pivo;973;13;Coleman;2
914;Deivisson Dos Santos Costa;Pivo;25;19;Deivisson;2.1
915;Deryk Evandro Ramos;Armador;441;15;Deryk;1.91
916;Desmond Holloway;Ala;1047;23;Holloway;1.91
917;Diego Dias Silva;Pivo;1033;17;Diego D,;2.08
918;Diego Gomes;AlaArmador;698;23;Diego;1.85
919;Diego Marques Resende;Ala;537;2;Diego;1.91
920;Diego Pinheiro Da Silva;Ala;39;15;Diego;1.95
921;Diego Santana Conceição;AlaPivo;786;1;Diego;1.98
922;Douglas Angelo Nunes;AlaPivo;395;16;D, Nunes;1.91
923;Douglas Corrêa dos Santos;AlaPivo;978;2;Douglas;1.91
924;Douglas Tuchtenhagen Kurtz;Pivo;982;14;Kurtz;2.13
925;Durval Alves Prado Cunha;Ala;612;1;Durval;2.01
926;Eduardo Campos Sommer;AlaPivo;646;15;Dú Sommer;2.04
927;Eduardo Farhat Caviglia;Ala;368;54;Edu Caviglia;1.94
928;Eduardo Magalhães Machado;AlaArmador;267;2;Duda;1.91
929;Eduardo Mariano de Oliveira;Ala;140;53;Mariano;1.93
931;Edwandesson Carvalho;AlaArmador;151;17;Eddy;1.96
932;Elio Corazza Neto;Armador;433;17;Elinho;1.91
933;Eric Aparecido Soares;AlaPivo;51;55;Eric;2.04
934;Eric Arthur Romualdo;Armador;315;3;Tatu;1.85
935;Erick Rodrigues Camilo;Pivo;369;19;Erick;1.91
936;Evandro Fernandes Pinto;AlaPivo;45;23;Soró;1.9
937;Everson Alexandre Resende Lacerda;Pivo;1229;23;Lacerda;2.1
938;Everson Aparecido Rodrigues;AlaPivo;1225;23;Verson;1.91
939;Fabricio Russo de Oliveira;Ala;309;23;Fabricio;2
940;Feliciano Perez Neto;Pivo;600;2;Feliz;1.91
943;Felipe Rech;Pivo;1300;1;Rech;2.1
944;Felippe Augusto Simões da Silva Carvalho;AlaPivo;1039;29;Felippe;2.02
945;Fernando Carneiro Coloneze;Pivo;180;52;Coloneze;2.07
946;Fernando Feres Penna;Armador;449;18;F, Penna;1.89
947;Fernando Ferreira Dos Reis;Armador;288;21;Fernando Reis;1.86
948;Fernando Fischer;AlaArmador;149;13;F, Fischer;1.9
949;Fernando Martins Alvim;Pivo;122;15;Fernando;2.02
950;Fernando Rodrigues Ferreira da Silva;Pivo;652;13;Nandão;2
951;Fernando Santos de Jesus;Pivo;861;3;Bala;2.05
952;Francisco Tardivo Delben;AlaPivo;22;19;Chico;2.02
953;Fred Peete;AlaArmador;1009;52;Peete;1.91
954;Frederico Lima Santos;Armador;153;29;Fred;1.84
955;Frederico Rossi Dos Santos;Ala;33;3;Rossi;1.95
956;Fábio Luiz Pires;Pivo;955;54;Fabião;2
957;Fúlvio Chiantia de Assis;Armador;214;19;Fúlvio;1.91
959;Gabriel Lourenço Tenório;Armador;1022;19;Gabriel;1.92
960;Gemerson da Silva Barbosa;AlaPivo;1006;17;Gemerson;1.91
961;George Frederico Torres Homem Chaia;Armador;530;2;Gegê;1.82
962;Guilherme Augusto Arantes Francisco;Ala;1140;15;Guilherme;1.93
963;Guilherme Filipin Alves Pereira;Ala;86;54;Filipin;1.91
964;Guilherme Frantz Teichmann;AlaPivo;182;14;Teichmann;2.04
965;Guilherme Giovannoni;AlaPivo;78;3;Giovannoni;1.91
967;Guilherme Pereira Deodato;Ala;146;13;Gui;1.92
968;Guilherme Santos Hubner;AlaPivo;168;15;Guilherme;2.1
969;Guilherme Schneider;Ala;341;53;Schneider;1.91
970;Guillermo Alejandro Araujo Cappello;Pivo;826;18;Araujo;2.04
971;Gustavo Lino;Pivo;1014;52;Lino;2.14
973;Gustavo Santos Pereira Lima;Armador;310;54;Lima;1.91
974;Gustavo Scaglia de Paula;Ala;1010;52;Scaglia;1.91
975;Gutemberg Pereira de Souza;Ala;400;52;Guto;1.9
976;Henrique Bramorski Medeiros;Armador;1223;1;Henrique;1.8
977;Henrique Coelho;Armador;711;16;Coelho;1.87
978;Henrique Macia Alves da Cruz;AlaPivo;420;13;Pilar;1.91
981;Hélio Rubens Garcia Filho;Armador;91;20;Helinho;1.83
982;Hélio Vitor Luiz da Costa Lima;AlaArmador;152;15;Hélio;1.87
983;Icaro Parisotto;Armador;304;19;Icaro;1.85
984;Igor Guimarães Tracci;AlaPivo;1026;55;Igor Tracci;2.05
985;Isaac Rafael Gonçalves;Ala;794;3;Isaac;1.92
986;Ismar do Vale Neto;AlaArmador;829;3;Ismar;1.88
987;James Clarence Parker;AlaArmador;64;21;Jay Parker;1.85
988;Jason David Detrick ;Ala;1063;13;Detrick;1.97
989;Jefferson Campos;AlaArmador;1058;55;Jefferson;1.91
990;Jefferson Froehlich Socas;Armador;979;14;J, Socas;1.91
991;Jefferson William Andrade da Silva Antônio;AlaPivo;154;19;Jefferson;2.07
992;Jermaine Darnell Beal;AlaArmador;1001;16;Beal;1.93
993;Jhonatan Luz dos Santos;Ala;26;14;Jhonatan;1.97
994;Jimmy Dreher de Oliveira;Ala;105;53;Jimmy;1.91
995;Joel Gabriel Muñoz Castillo;Armador;342;17;Muñoz;1.75
996;Jordan Burger;AlaPivo;839;52;Jordan;2.03
997;Joseph Troy Smith;AlaArmador;1021;18;Joe Smith;1.93
998;José Estevam Ferreira Junior;Pivo;36;20;Estevão;2.11
999;José Roberto Nardi Duarte;AlaArmador;134;16;Betinho;1.95
1000;José Victor Ferreira Jerônimo;Pivo;627;14;Jerônimo;2.08
1001;João Felipe Baiocchi Vianna;Ala;665;55;João Felipe;1.92
1004;Juan Pablo Figueroa;Armador;423;14;Figueroa;1.82
1005;Kenny Montrell Dawkins;Armador;797;23;Dawkins;1.8
1006;Kesley De Souza Araújo;Pivo;645;13;Kesley Araújo;2
1007;Lamar Demond Roberson;Ala;1037;29;Roberson;2.02
1008;Larry James Taylor Jr;Armador;192;13;Larry;1.91
1009;Leandro Cruvinel Miranda;Pivo;384;20;Leandro ;2.05
1010;Leandro Da Cruz Silva;AlaPivo;165;15;Leandro Silva;2.03
1012;Leonardo Demétrio;AlaPivo;823;16;Léo Demétrio;2.08
1013;Leonardo Di Pacce Dos Santos;Pivo;102;18;Morro;1.91
1015;Leonardo K, Waszkiewicz;Pivo;782;20;Leonardo;1.91
1016;Leonardo Simões Meindl;Ala;555;14;Léo Meindl;2
1017;Luan Pereira Xavier;Ala;610;20;Luan;1.87
1019;Lucas Cipolini Alves;Pivo;427;20;Cipolini;2.03
1021;Lucas Daniel Tischer;Pivo;100;3;Tischer;2.08
1022;Lucas Dias Silva;Ala;575;18;Lucas;2.07
1023;Lucas Fernandes Mariano;Pivo;448;14;Lucas;2.07
1024;Lucas Henrique Martins dos Santos;Pivo;953;54;Lucas Santos;2.03
1025;Lucas Henrique Moreira;Armador;996;15;Lucas M,;1.81
1027;Lucas Miguel Avelino;Armador;451;13;Lucas Locke;1.9
1028;Lucas Pinheiro Taets;Armador;434;21;Taets;1.83
1030;Luciano de Abreu Machado;Pivo;1049;23;Luciano;1.98
1032;Luis Felipe Gruber;AlaPivo;394;20;Gruber;1.91
1033;Luis Felipe Ricci Maia;Armador;980;14;Felipe;1.78
1034;Luis Guilherme Dos Santos;Armador;363;19;Robinho;1.8
1035;Luis Otavio da Silva Vieira;Ala;536;2;Chupeta;1.99
1036;Luiz Felipe Campos Lemes;AlaArmador;155;19;Luiz Felipe;1.9
1037;Luiz Felipe Elizeu Mendes Ribeiro;AlaPivo;273;53;Felipe;2
1038;Marcellus Sarmento Câmara da Silva;Ala;268;29;Marcellus;1.88
1039;Marcelo Magalhães Machado;Ala;193;2;Marcelinho;2
1040;Marcos Vinícius Inácio;Pivo;178;52;Marcão;2.05
1042;Marcus Vinícius Vieira de Sousa;Ala;367;2;Marquinhos;2.07
1043;Mark Antonio Borders;Armador;825;16;Mark Borders;1.87
1045;Matheus Dalla Barba;Ala;412;15;Matheus Dalla;1.97
1046;Matheus Henrique Pereira;AlaPivo;998;15;Matheus P,;2.02
1047;Matheus dos Prazeres Costa;Armador;30;53;Matheus;1.8
1048;Maurice Levell Riddick;Ala;417;54;Riddick;1.9
1049;Maxwell Dias Ribeiro;AlaPivo;629;1;Maxwell;1.97
1050;Milton Lane Garner;AlaArmador;1056;1;Milton;1.88
1052;Murilo Becker da Rosa;Pivo;187;19;Murilo;2.08
1053;Márcio Santos Cipriano;AlaPivo;34;3;Cipriano;2
1054;Márcio da Silva Dornelles;Ala;445;18;Márcio;1.96
1055;Márcio de Mattos Junior;AlaArmador;539;29;Pitico;1.88
1056;Nilson Goulart Santana ;Pivo;1062;55;Nilson;2.05
1057;Olintho Pereira Abrão Silva;Ala;715;20;Dida;2.01
1058;Omar Andrew Carter;Ala;995;15;Carter;1.95
1059;Paul James Crosby;AlaPivo;1232;16;Crosby;2.01
1060;Paulo Heitor Boracini;AlaArmador;210;18;Paulinho;1.91
1061;Paulo Rogerio Nery;Armador;104;55;Paulo Nery;1.9
1062;Paulo Sérgio Prestes;Pivo;1226;3;Prestes;2.08
1063;Pedro César Teruel Lima;AlaArmador;360;17;Pedro;1.91
1066;Pedro Luiz Patekoski Moraes;Ala;958;54;Patekoski;1.98
1067;Radames Diorgio da Silva Santos;Pivo;562;19;Radamés;2.03
1068;Radovan Dragovic;Pivo;976;53;Dragovic;2.03
1069;Rafael De Souza Fusco;Ala;334;55;Fusco;1.92
1070;Rafael Ferreira de Sousa;AlaPivo;107;18;Mineiro;1.91
1071;Rafael Moreira da Silva;Ala;1023;55;Rafa Moreira;1.91
1072;Rafael Paulo De Lara Araújo;Pivo;191;54;Babby;2.12
1073;Rafael Quintiliano dos Santos;Ala;1029;55;Quintiliano;1.94
1074;Rafael Rodrigues;Pivo;35;16;Mineiro;1.91
1076;Ralfi Silva Ansaloni;Pivo;801;16;Ansaloni;1.91
1078;Rashad Jamal Bishop;AlaPivo;857;29;Bishop;1.96
1079;Rashaun Durrel Mc Lemore;AlaArmador;1227;29;Rashaun;1.91
1080;Renan Michel Leichtweis;Pivo;1038;29;Renan;1.91
1081;Renato Carbonari;AlaPivo;145;17;Renato;2.05
1082;Renato Lamas Pinto;Ala;117;16;Renato Lamas;2.03
1083;Renato Scholz da Silva;AlaPivo;389;1;Renato;2.03
1084;Ricardo Andreotti Bodra;AlaPivo;1005;17;Andreotti;2.02
1085;Ricardo Fischer;Armador;478;13;Fischer;1.85
1086;Ricardo Leopoldo de Azevedo;AlaPivo;28;23;Ricardo;2.02
1087;Ricardo Luis Probst;Pivo;95;1;Ricardo Probst;2
1088;Ricardo Morandi Zanini;Ala;981;14;Zanini;1.98
1089;Ricardo Santos Gaspar;AlaPivo;1059;55;Gaspar;2.05
1090;Ricardo Taboas de Bem;Pivo;431;23;De Bem;2.1
1091;Robby Stephen Collum;AlaArmador;424;20;Collum;1.83
1092;Robert Andrew Day;Ala;425;20;Robert Day;1.97
1095;Rodrigo Alves de Souza;Pivo;1008;52;Rod;2
1096;Rodrigo César Silva;AlaPivo;167;21;Rodrigo Silva;2.05
1097;Rodrigo Pereira Santos Bispo;Pivo;75;29;Rodrigo Bahia;2.04
1098;Rogério Klafke;Ala;446;53;Rogério;2
1099;Romário Gabriel Santos Veber;Armador;11201;1;Romário;1.91
1100;Romário Junio de Oliveira Souza;Pivo;984;14;Romário;1.91
1101;Ronald Ricardo Ramon Guerreiro;Armador;365;15;Ramon;1.91
1102;Ronald Rudson Rodrigues dos Reis;Pivo;437;3;Ronald;2.07
1103;Ryan Cornell Bacon ;Pivo;1051;54;Bacon;2
1104;Rômulo Vieira de Oliveira Junior;Pivo;975;53;Rômulo;2
1105;Shamell Jermaine Stallworth;Ala;137;18;Shamell;1.91
1106;Shilton Alessanco dos Santos;Pivo;43;2;Shilton;1.98
1107;Sidnei de Santana Lima;Pivo;1052;13;Sidão;2.15
1108;Steven Anthony Toyloy;Pivo;859;17;Toyloy;1.91
1109;Thad Kojo Mensah;Armador;853;2;Kojo;1.85
1111;Thiago Farias Mathias Rosa;Pivo;175;1;Mathias;1.91
1112;Thiago Francisco Labbate;Pivo;308;23;Labbate;2.08
1113;Thomas Lutke Gehrke;AlaPivo;271;54;Gehrke;2.03
1114;Thyago Taroni Aleo;Armador;29;1;Thyago Aleo;1.83
1115;Tiago Valentim de Lima;Pivo;62;52;Tiagão;1.91
1117;Tyrone Denell Curnell;AlaPivo;1016;52;Tyrone ;1.91
1118;Valter Apolinario da Silva;Armador;480;20;Valtinho;1.91
1119;Victor Chastinet Aragão de Gusmão;Armador;1325;53;Victor;1.87
1120;Victor Daniel Chueke Pureza;Ala;967;3;Pureza;1.94
1121;Victor de Souza Correia;AlaArmador;11112;1;Victinho;1.8
1122;Vinicius Reis Lima;AlaPivo;748;23;Vinicius Lima;1.95
1123;Vinicius de Oliveira Cornélio Pastor;Ala;1007;17;Pastor;1.91
1124;Vinícius Rodrigo Pinto Teló;Ala;986;1;Vinicius Teló;1.91
1125;Vinícius Villela Gobor;Armador;166;54;Vinícius;1.91
1126;Vitor Alves Benite;AlaArmador;483;2;Benite;1.9
1128;Vitor Pantoja de Britto;Armador;1050;3;Vitor Pantoja;1.8
1129;Wagner Carvalho França Mattos;Pivo;203;17;Wagner;1.91
1130;Wanderson Camargo Trigueiro;AlaPivo;108;29;Wanderson;2.04
1131;Welington Reginaldo Dos Santos;Armador;366;3;Nezinho;1.91
1132;Wellington da Cruz Alvarenga;Pivo;1044;21;Wellington;2.05
1133;Wesley Alexandre Sena da Silva;Pivo;1061;52;Sena;1.91
1134;Wesley Henrique Gonçalves Andrade;AlaPivo;1036;29;Wesley;1.95
1135;William Fournou Drudi;Pivo;159;53;Drudi;2.02
1137;Éder Borges de Araújo;Pivo;954;21;Éder Araújo;1.91
1138;Abner Davi de Novais Moreira;Pivo;987;3;Abner;1.91
1139;Adriano Alves Júnior;Pivo;11312;16;Big;2.08
1140;Adriano de Abreu  Machado;Pivo;848;16;Adriano;1.91
1141;Adyb Natan Milhomem Fernandes;Pivo;533;96;Adyb;2.03
1142;Afam James Muojeke;Ala;11347;21;Muojeke;2.07
1144;Alex Ribeiro Garcia;Ala;481;3;Alex;1.9
1145;Alexandre Paranhos de Souza;Pivo;845;53;Alexandre;1.91
1146;Alexandro da Silva de Oliveira;Ala;147;19;Alex;1.91
1147;Alfredo Luiz Perandini;Ala;287;23;Alfredo;1.94
1148;Alírio Alves de Souza;Pivo;284;3;Alírio;2.1
1149;Andre Bennett Laws;AlaArmador;796;19;Laws;1.86
1150;André Luiz Bresolin Góes;Ala;57;53;André;1.95
1151;André Luiz Brugger De Mello Rodrigues;Armador;241;17;André;1.93
1152;André Luiz Coimbra Reis Souza Costa;Pivo;11245;96;Coimbra;2.07
1153;André Luiz Quirino Pereira;Pivo;351;18;A, Bambu;2.05
1154;André Mellim Seixas Silva;Armador;11299;14;André M,;1.75
1155;André Stefanelli Martins;Ala;447;19;Dedé;1.98
1156;André de Souza Silva;Pivo;85;13;Andrezão;1.91
1157;Antonio Elpidio Ferreira Junior;AlaPivo;558;14;Antonio;2
1158;Antwaine Wiggins;Ala;1017;52;Wiggins;2.05
1159;Arlindo Gomes Baltazar Neto;AlaArmador;23;52;Neto;1.91
1160;Arnaldo de Souza Moreira Filho;AlaArmador;275;21;Arnaldinho;1.91
1161;Arthur José da Luz Casimiro;Pivo;370;17;Arthur;1.91
1162;Arthur Luiz Belchor Silva;Ala;31;3;Arthur;1.97
1163;Arthur Pecos Fernandes da Silva;Armador;1013;17;Arthur Pecos;1.84
1164;Atílio Leonardo Gomes de Mello;Pivo;858;87;Atílio ;2.06
1165;Audrei Parisotto;Ala;40;20;Audrei;1.91
1166;Brian Henry Laing;Ala;11353;16;Laing;1.95
1167;Bruno Correa Fernandes Cabloco;Ala;11262;18;Bruno Caboclo;2.02
1168;Bruno Enrico Mortari;Ala;118;18;Bruno Mortari;1.86
1169;Bruno Felipe Vianna dos Santos;Armador;583;3;Bruno;1.91
1170;Bruno Irigoyen;Ala;324;16;Bruno;1.98
1171;Bruno Pires Fiorotto;Pivo;484;15;B, Fiorotto;2.08
1172;Caio Aparecido da Silveira Torres;Pivo;598;19;C, Torres;1.91
1173;Caleb Franklin Brown;Armador;1011;52;Caleb Brown;1.85
1174;Carlos Alexandre Rodrigues do Nascimento;AlaPivo;482;2;Olivinha;2.03
1176;Carlos Eduardo Soledade da Costa;AlaPivo;11349;52;Cadu;1.93
1177;Cauê Borges dos Santos;AlaArmador;96;14;Cauê;1.9
1178;Cesar Luiz Fabretti Araujo;AlaPivo;119;17;César;2.02
1180;Chinwuba Uzoma Jeffersom Agba;Pivo;190;54;Jeff;2.08
1181;Christopher Xavier Hayes;AlaPivo;862;14;Hayes;2.03
1182;Cicero da Silva Gonzaga;Ala;11363;21;Cicero;2.02
1183;Cristiano Silva Felício;Pivo;164;2;Felicio;2.08
1184;Curry Jermane Collins;Armador;11342;21;Collins;1.89
1185;Daniel Machado de Barros Castellar;Pivo;404;54;D, Alemão;2.02
1186;Daniel Nascimento Costa Souza;Pivo;299;21;Daniel Filé;2.07
1187;Daniel Pereira Lorio;Armador;11296;2;Danielzinho;1.91
1188;Daniel Pinho Severo;AlaPivo;1190;18;Pinho;1.91
1189;Danilo Fuzaro Siqueira;AlaArmador;1002;16;Siqueira;1.95
1190;Dartona Lavelle Washam Jr;AlaPivo;11358;2;Washam;2.01
1191;Davi Rossetto de Oliveira;Armador;381;53;Davi;1.81
1192;David Wayne Jackson Jr;Ala;595;15;Jackson;1.91
1193;Deryk Evandro Ramos;Armador;441;15;Deryk;1.91
1194;Desmond Holloway;Ala;1047;17;Holloway;1.91
1195;Devon Michael Hardin;Pivo;11335;53;Devon;2.1
1196;Diego Gomes;AlaArmador;698;23;Diego;1.85
1197;Diego Marques Resende;Ala;537;2;Diego;1.91
1198;Diego Pinheiro Da Silva;Ala;39;96;Diego;1.95
1199;Douglas Angelo Nunes;AlaPivo;395;16;D, Nunes;1.91
1200;Douglas Corrêa dos Santos;AlaPivo;978;2;Douglas;1.91
1201;Douglas Grokala Gorauskas;Pivo;773;21;Gorauskas;2.05
1202;Douglas Tuchtenhagen Kurtz;Pivo;982;20;Kurtz;2.13
1204;Eduardo Henrique Urbano De Poli;Pivo;11118;13;Eduardo;2.02
1205;Eduardo Magalhães Machado;AlaArmador;267;87;Duda;1.91
1206;Eduardo Mariano de Oliveira;Ala;140;21;Mariano;1.93
1208;Edwandesson Carvalho;AlaArmador;151;21;Eddy;1.96
1209;Edward Richard Basden;AlaArmador;813;14;Basden;1.96
1210;Edward Richard Nelson;Pivo;11329;19;Nelson;2.02
1211;Elio Corazza Neto;Armador;433;16;Elinho;1.91
1213;Emilio Taboada;AlaArmador;11243;96;Taboada;1.93
1214;Emmanuel Amauris Quezada;AlaArmador;11346;19;Quezada;1.88
1215;Erick Rodrigues Camilo;Pivo;369;53;Erick;1.91
1216;Everson Alexandre Resende Lacerda;Pivo;1229;96;Lacerda;2.1
1217;Everson Aparecido Rodrigues;AlaPivo;1225;23;Verson;1.91
1218;Fabian Ramirez Barrios;AlaPivo;11290;13;Barrios;1.95
1219;Fabricio Russo de Oliveira;Ala;309;52;Fabricio;2
1220;Feliciano Perez Neto;Pivo;600;14;Feliz;1.91
1222;Felipe Rech;Pivo;1300;18;Rech;2.1
1223;Felipe Taddei;AlaArmador;93;14;Taddei;1.9
1224;Felippe Augusto Simões da Silva Carvalho;AlaPivo;1039;96;Felippe;2.02
1225;Fernando Feres Penna;Armador;449;96;F, Penna;1.89
1226;Fernando Fischer;AlaArmador;149;13;F, Fischer;1.9
1228;Fernando Martins Alvim;Pivo;122;96;Fernando;2.02
1229;Fernando Santos de Jesus;Pivo;861;3;Bala;2.05
1230;Frederico Lima Santos;Armador;153;87;Fred;1.84
1231;Frederico Rossi Dos Santos;Ala;33;3;Rossi;1.95
1232;Fábio Santos de Oliveira;Ala;396;96;Fábio;1.95
1234;Gabriel Henrique Manjialardo de Oliveira;Ala;11339;13;Gabriel;2.02
1235;Gabriel Lourenço Tenório;Armador;1022;19;Gabriel;1.92
1236;Gemerson da Silva Barbosa;AlaPivo;1006;17;Gemerson;1.91
1237;George Frederico Torres Homem Chaia;Armador;530;2;Gegê;1.82
1239;Gregory Ogden Smith II;AlaPivo;11351;23;Smith;1.98
1241;Guilherme Filipin Alves Pereira;Ala;86;54;Filipin;1.91
1242;Guilherme Frantz Teichmann;AlaPivo;182;15;Teichmann;2.04
1243;Guilherme Giovannoni;AlaPivo;78;3;Giovannoni;1.91
1244;Guilherme Pereira Deodato;Ala;146;13;Gui;1.92
1245;Guilherme Santos Hubner;AlaPivo;168;23;Guilherme;2.1
1246;Guilherme Schneider;Ala;341;23;Schneider;1.91
1249;Gustavo Rabelo Cortes;AlaArmador;11113;13;Gustavo;1.91
1250;Gustavo Santos Pereira Lima;Armador;310;54;Lima;1.91
1251;Gustavo Scaglia de Paula;Ala;1010;13;Scaglia;1.91
1252;Gutemberg Pereira de Souza;Ala;400;52;Guto;1.9
1253;Henrique Coelho;Armador;711;16;Coelho;1.87
1254;Henrique Macia Alves da Cruz;AlaPivo;420;17;Pilar;1.91
1256;Higor Simas Pereira Lima;Ala;1035;15;Higor;1.96
1257;Humberto Luiz Gomes da Silva;AlaArmador;818;18;Humberto G,;1.91
1258;Hélio Rubens Garcia Filho;Armador;91;20;Helinho;1.83
1259;Hélio Vitor Luiz da Costa Lima;AlaArmador;152;15;Hélio;1.87
1260;Icaro Parisotto;Armador;304;20;Icaro;1.85
1261;Igor Dal Col Tormar;Ala;11318;52;Igor;1.97
1262;Isaac Rafael Gonçalves;Ala;794;3;Isaac;1.92
1263;Jamaal Thaddius Smith;Armador;11242;87;Jamaal;1.91
1264;Jason Anthony Smith;Armador;11356;54;Jason Smith;1.88
1265;Jefferson Campos;AlaArmador;1058;54;Jefferson;1.91
1266;Jefferson Froehlich Socas;Armador;979;14;J, Socas;1.91
1267;Jefferson William Andrade da Silva Antônio;AlaPivo;154;19;Jefferson;2.07
1268;Jerome Dieu Donne Meyinsse;Pivo;11281;2;Meyinsse;2.07
1269;Jhonatan Luz dos Santos;Ala;26;14;Jhonatan;1.97
1270;Jimmy Dreher de Oliveira;Ala;105;53;Jimmy;1.91
1271;Joel Gabriel Muñoz Castillo;Armador;342;23;Muñoz;1.75
1272;Jonathan Peter Guimarães Tavernari;Ala;11261;18;Jonathan;1.98
1273;Joseph Troy Smith;AlaArmador;1021;18;Joe Smith;1.93
1274;Josimar Abdiel Ayarza Tous;Ala;11291;13;Ayarza;2.03
1275;José Roberto Nardi Duarte;AlaArmador;134;16;Betinho;1.95
1276;José Victor Ferreira Jerônimo;Pivo;627;19;Jerônimo;2.08
1279;João Pedro de Moraes Demétrio;AlaPivo;1224;14;João Pedro;2.08
1280;João Phylippe Belmiro Bernardi;AlaPivo;1263;87;João;1.91
1281;Juan Manuel Torres;Pivo;1254;87;Torres;2.1
1282;Juan Pablo Figueroa;Armador;423;14;Figueroa;1.82
1283;Junio Duval dos Santos;Ala;11330;14;Duval;1.96
1284;Kenny Montrell Dawkins;Armador;797;17;Dawkins;1.8
1286;Larry James Taylor Jr;Armador;192;13;Larry;1.91
1287;Leandro Cruvinel Miranda;Pivo;384;20;Leandro ;2.05
1288;Leandro Mateus Barbosa;AlaArmador;596;18;Leandrinho;1.92
1289;Leandro da Cruz Silva de Azevedo;AlaPivo;11371;20;Leandro;2.03
1290;Leonardo Demétrio;AlaPivo;823;16;Léo Demétrio;2.08
1291;Leonardo Di Pacce Dos Santos;Pivo;102;18;Morro;1.91
1292;Leonardo Huguenin de Medeiros;Ala;11297;2;Léo;1.92
1294;Leonardo K, Waszkiewicz;Pivo;782;20;Leonardo;1.91
1295;Leonardo Simões Meindl;Ala;555;14;Léo Meindl;2
1296;Leonardo dos S, Crucillo;Ala;1260;87;Crucillo;1.91
1298;Lucas Cipolini Alves;Pivo;427;20;Cipolini;2.03
1299;Lucas Daniel Tischer;Pivo;100;13;Tischer;2.08
1300;Lucas Dias Silva;Ala;575;18;Lucas;2.07
1302;Lucas Fernandes Mariano;Pivo;448;14;Lucas;2.07
1303;Lucas Henrique Garcia ;Ala;11119;13;Biloca;1.96
1304;Lucas Henrique Martins dos Santos;Pivo;953;54;Lucas Santos;2.03
1306;Lucas Lopes Duso;Armador;572;17;Duso;1.78
1307;Lucas Marciel Rosa de Faria ;AlaArmador;972;14;Lucas Marciel;1.86
1308;Lucas Miguel Avelino;Armador;451;13;Lucas Locke;1.9
1309;Lucas Moraes dos Santos;Pivo;11321;17;Lucão;1.91
1310;Lucas Teodoro de Souza Colimerio;AlaPivo;1054;19;Colimerio;2.07
1313;Luis Felipe Gruber;AlaPivo;394;20;Gruber;1.91
1314;Luis Felipe Ricci Maia;Armador;980;14;Felipe;1.78
1315;Luis Otavio da Silva Vieira;Ala;536;2;Chupeta;1.99
1316;Luiz Felipe Campos Lemes;AlaArmador;155;23;Luiz Felipe;1.9
1317;Luiz Felipe Elizeu Mendes Ribeiro;AlaPivo;273;53;Felipe;2
1318;Luiz Gustavo Basílio Timotheo de Oliveira;Ala;11328;19;Gustavo;1.91
1319;Luiz Paulo Cecílio dos Santos;Pivo;11306;23;Lupa;1.91
1320;Maique Tavares de Oliveira;Pivo;11301;14;Maique;2.11
1321;Marcelo Magalhães Machado;Ala;193;2;Marcelinho;2
1322;Marciel Da Silva Santos;AlaPivo;11327;19;Pajé;2
1323;Marcos Vinícius Inácio;Pivo;178;52;Marcão;2.05
1324;Marcus Goree;Pivo;11284;3;Goree;2.05
1325;Marcus Vinicius Urban Toledo Medina;AlaPivo;11316;54;Toledo;1.91
1326;Marcus Vinícius Vieira de Sousa;Ala;367;2;Marquinhos;2.07
1327;Martín Osimani;Armador;11282;3;Osimani;1.94
1328;Mateus Poltronieri Pereira;Ala;1060;21;Mateus;1.93
1329;Matheus Dalla Barba;Ala;412;15;Matheus Dalla;1.97
1330;Matheus Henrique Pereira;AlaPivo;998;15;Matheus P,;2.02
1332;Matheus dos Prazeres Costa;Armador;30;53;Matheus;1.8
1333;Maximiliano Ariel Stanic;Armador;11364;52;Maxi Stanic;1.78
1334;Maxwell Dias Ribeiro;AlaPivo;629;3;Maxwell;1.97
1335;Moisés Barbosa de Lima Silva;Pivo;820;16;Moisés;2.13
1336;Murilo Becker da Rosa;Pivo;187;13;Murilo;2.08
1337;Murilo Henriquy Cunha da Silva;Armador;11348;52;Murilo;1.77
1338;Murilo Noceti Veloso;Ala;566;96;Murilo;1.91
1339;Márcio Santos Cipriano;AlaPivo;34;23;Cipriano;2
1340;Márcio da Silva Dornelles;Ala;445;87;Márcio;1.96
1341;Márcio de Mattos Junior;AlaArmador;539;16;Pitico;1.88
1342;Nafis Graddie Ricks;Armador;11308;23;Ricks;1.88
1343;Ned Cox IV;AlaArmador;11344;23;Cox;1.8
