0;jogador;posicao;id_jogador;id_equipe;jogador_apelido;altura
1;Adriano Jose Faggeane Galvão;Armador;32;19;Di;1.92
2;Adriano de Abreu  Machado;Pivo;848;1;Adriano;1.91
4;Alessandro Magno Rocha Dos Santos;AlaPivo;174;24;Casé;2.03
5;Alex Ribeiro Garcia;Ala;481;3;Alex;1.9
7;Alexandre Henrique Santos Pinheiro;Armador;58;21;Xande;1.85
8;Alexandro da Silva de Oliveira;Ala;147;13;Alex;1.91
9;Alfredo Luiz Perandini;Ala;287;26;Alfredo;1.94
10;Alírio Alves de Souza;Pivo;284;2;Alírio;2.1
11;Amiel Morejon Vega;AlaPivo;339;21;Amiel;1.91
12;Anderson Eurípedes Ferreira;AlaPivo;81;26;Mosso;2.05
13;Anderson Jose De Oliveira;Pivo;352;19;Anderson Tigrão;2.02
14;Andre Luis Fonseca Guimarães;Armador;280;3;Ratto;1.91
15;Andre Luiz G, de Oliveira;Pivo;55;16;Andre;1.91
16;Andre Luiz Marques Ferreira Dos Santos;Ala;320;19;Mudo;1.98
18;André Luiz Bresolin Góes;Ala;57;1;André;1.95
19;André Luiz Brugger De Mello Rodrigues;Armador;241;1;André;1.93
20;André Luiz Quirino Pereira;Pivo;351;10;A, Bambu;2.05
21;André Stefanelli Martins;Ala;447;17;Dedé;1.98
22;André de Souza Silva;Pivo;85;14;Andrezão;1.91
23;Antwine Cyprian Williams;Ala;269;1;A, Williams;1.91
24;Aristides Josuel Dos Santos;Pivo;114;18;Josuel;2.05
25;Arlindo Gomes Baltazar Neto;AlaArmador;23;10;Neto;1.91
26;Arnaldo de Souza Moreira Filho;AlaArmador;275;10;Arnaldinho;1.91
27;Arthur Henrique Stela Bernardi;AlaPivo;327;17;Arthur;2.07
28;Arthur Luiz Belchor Silva;Ala;31;3;Arthur;1.97
29;Atílio Leonardo Gomes de Mello;Pivo;858;17;Atílio ;2.06
30;Audrei Parisotto;Ala;40;27;Audrei;1.91
31;Augusto Cesar Bresolin Goes;AlaPivo;50;1;Augusto;1.95
32;Bruno Enrico Mortari;Ala;118;18;Bruno Mortari;1.86
35;Bruno Pires Fiorotto;Pivo;484;15;B, Fiorotto;2.08
36;Bruno Vieira da Cruz Langsdorff;Armador;348;27;Bruninho;1.88
37;Carlos Alexandre Rodrigues do Nascimento;AlaPivo;482;18;Olivinha;2.03
38;Carlos Henrique Rodrigues Do Nascimento;AlaPivo;298;1;Olivia;2.11
39;Cauê Borges dos Santos;AlaArmador;96;14;Cauê;1.9
40;Cauê Verzola de Freitas;Armador;97;14;Cauê;1.92
41;Charles Márcio Lopes E Silva;Ala;349;16;Charles;2.03
42;Cristiano Baierle;AlaPivo;306;27;Cristiano;2.01
43;Daniel Almiro Zillmer;Ala;828;13;Gaúcho;1.98
44;Daniel Andreev Conti;Pivo;311;18;Daniel Conti;2.02
45;Daniel Fonseca Barreto Soares;Armador;293;2;Daniel;1.9
48;Daniel Nascimento Costa Souza;Pivo;299;13;Daniel Filé;2.07
50;Darlan Ferreira De Oliveira;Pivo;87;26;Darlan;2.07
51;David Da Silva Teles;Pivo;160;3;David;2.04
52;Deivisson Dos Santos Costa;Pivo;25;14;Deivisson;2.1
54;Diego Dos Santos Augusto;Pivo;278;10;Diego;1.75
55;Diego Pinheiro Da Silva;Ala;39;3;Diego;1.95
56;Douglas De Paulo Viegas;AlaPivo;46;1;Viegas;1.96
57;Douglas Grokala Gorauskas;Pivo;773;14;Gorauskas;2.05
59;Eduardo Augusto Reis Baeta;Ala;286;26;Feliz;1.95
60;Eduardo Magalhães Machado;AlaArmador;267;2;Duda;1.91
61;Eduardo Mariano de Oliveira;Ala;140;15;Mariano;1.93
62;Edwandesson Carvalho;AlaArmador;151;24;Eddy;1.96
64;Eric Arthur Romualdo;Armador;315;15;Tatu;1.85
65;Erik Amadeu Duarte Jorge;Armador;266;3;Erik;1.91
66;Evandro Fernandes Pinto;AlaPivo;45;16;Soró;1.9
67;Everton Vinicius De Moraes;AlaPivo;148;13;Everton;1.96
68;Fabiano De Oliveira Souza;AlaPivo;297;1;Fabiano;1.91
69;Fabricio Russo de Oliveira;Ala;309;19;Fabricio;2
70;Facundo Luis Sucatzky;Armador;188;16;Sucatzky;1.77
71;Felipe Gustavo Da Silva;Armador;21;10;Felipe;1.87
72;Felipe Mello De Andrade Figueira;Armador;346;24;Felipe;1.91
74;Fernando Carneiro Coloneze;Pivo;180;2;Coloneze;2.07
75;Fernando Feres Penna;Armador;449;17;F, Penna;1.89
76;Fernando Ferreira Dos Reis;Armador;288;26;Fernando Reis;1.86
77;Fernando Fischer;AlaArmador;149;13;F, Fischer;1.9
78;Fernando Martins Alvim;Pivo;122;2;Fernando;2.02
79;Flavio Aurélio Dos Santos Soares;Armador;294;1;Espiga;1.87
81;Francisco Tardivo Delben;AlaPivo;22;10;Chico;2.02
82;Fransérgio Gilberto Marques;Ala;358;17;Fransérgio;1.89
83;Frederico Lima Santos;Armador;153;2;Fred;1.84
84;Frederico Rossi Dos Santos;Ala;33;3;Rossi;1.95
85;Fábio Schoenberger;Ala;42;1;Fábio Catarina;1.92
86;Gorauskas;AlaArmador;772;14;Gorauskas;1.91
87;Guilherme Barros Da Luz;Armador;295;14;Guilherme Luz;1.89
88;Guilherme Filipin Alves Pereira;Ala;86;18;Filipin;1.91
89;Guilherme Frantz Teichmann;AlaPivo;182;15;Teichmann;2.04
90;Guilherme Pereira Deodato;Ala;146;13;Gui;1.92
91;Guilherme Santos Hubner;AlaPivo;168;16;Guilherme;2.1
92;Guilherme Schneider;Ala;341;21;Schneider;1.91
94;Gustavo NBB 08 Saldanha;Armador;778;24;Gustavo;1.91
95;Gustavo Santos Pereira Lima;Armador;310;18;Lima;1.91
96;Henrique Miguel Nunes;Armador;276;10;Henrique;1.91
98;Hélio Rubens Garcia Filho;Armador;91;14;Helinho;1.83
99;Hélio Vitor Luiz da Costa Lima;AlaArmador;152;2;Hélio;1.87
100;Ian;AlaPivo;207;2;Ian;1.92
101;Icaro Parisotto;Armador;304;27;Icaro;1.85
102;Ildes Henrique Dos Santos;Armador;307;27;Ildes;1.91
103;Isaac Rafael Gonçalves;Ala;794;15;Isaac;1.92
104;Jefferson Campos;AlaArmador;1058;17;Jefferson;1.91
105;Jefferson William Andrade da Silva Antônio;AlaPivo;154;2;Jefferson;2.07
106;Jefferson de Souza Sobral;Pivo;70;1;J, Sobral;2.03
107;Jimmy Dreher de Oliveira;Ala;105;1;Jimmy;1.91
108;Johnnie Nascimento S, Reis;Pivo;736;21;Johnnie;1.91
109;Jorge Luis Amaral Seraphim;Armador;289;26;Jorginho;1.91
110;Joseph Delano Shipp Iii;AlaPivo;442;16;Shipp;1.91
111;José Anibal Arantes Limonta Silva;Armador;80;14;Zezinho;1.84
112;José Estevam Ferreira Junior;Pivo;36;3;Estevão;2.11
113;José Roberto Nardi Duarte;AlaArmador;134;15;Betinho;1.95
115;João Gabriel Abreu Fidélis;Ala;158;24;João;1.88
118;João Victor Chaves Ramalho;Pivo;285;19;João Victor;2
120;Julio Cesar De Toledo;AlaPivo;131;10;Julio;1.91
122;Larry James Taylor Jr;Armador;192;13;Larry;1.91
123;Leandro Da Cruz Silva;AlaPivo;165;16;Leandro Silva;2.03
124;Leandro Sedenir Buboltz;AlaArmador;213;27;Buboltz;2
125;Leonardo De Oliveira Gomes;Armador;338;21;Leo Gomes;1.91
126;Leonardo Di Pacce Dos Santos;Pivo;102;18;Morro;1.91
127;Leonardo Gregório Aparecido do Amaral;Ala;521;10;Leonardo;1.98
128;Lucas Daniel Tischer;Pivo;100;10;Tischer;2.08
129;Lucas Moura Costa;Ala;172;21;Lucão;1.86
130;Lucas Santos Ferreira de Paulo;AlaPivo;176;24;Lucas;1.98
131;Luis Fernando Lima dos Santos;Ala;314;15;Luís Fernando;1.93
132;Luis Fernando Pascotti;Pivo;318;15;Luis Fernando;1.91
133;Luis Fernando da Silva;AlaArmador;138;10;Luisinho;1.83
135;Luiz Felipe Campos Lemes;AlaArmador;155;16;Luiz Felipe;1.9
136;Luiz Felipe Elizeu Mendes Ribeiro;AlaPivo;273;14;Felipe;2
137;Luiz Felipe Faria Azevedo Filho;Ala;61;21;Felipinho;1.9
138;Luiz Gabriel Penna;Armador;344;24;Luga;1.91
139;Manuil Egídio Leal De Souza;Pivo;59;21;Manuil;2.13
140;Marcellus Sarmento Câmara da Silva;Ala;268;2;Marcellus;1.88
141;Marcelo Da Silva;Armador;347;24;Marcelo;1.91
142;Marcelo Machado Pereira;Armador;265;13;Mãozão;1.91
143;Marcelo Magalhães Machado;Ala;193;2;Marcelinho;2
144;Marcio nbb08 BIRA;Armador;775;27;Marcio;1.91
145;Marcos Vinícius Inácio;Pivo;178;10;Marcão;2.05
146;Marcus Vinícius Vieira de Sousa;Ala;367;18;Marquinhos;2.07
147;Marvin Kilgore;Ala;779;19;Kilgore;1.91
148;Mateus Nascimento Siqueira Dos Santos;Armador;321;19;Mateus;1.91
149;Matheus Marin De Freitas;;678;24;Matheus Freitas;1.91
150;Matheus dos Prazeres Costa;Armador;30;14;Matheus;1.8
151;Murilo Becker da Rosa;Pivo;187;16;Murilo;2.08
152;Márcio Faria De Azevedo;Armador;335;21;Marcio;1.91
153;Márcio Santos Cipriano;AlaPivo;34;3;Cipriano;2
154;Márcio da Silva Dornelles;Ala;445;14;Márcio;1.96
155;Nilo Rodrigues da Costa Júnior;Ala;290;26;Nilo Jr,;1.98
156;Omar Kennedy Bertolin Pereira;Pivo;325;21;Omar;2.03
157;Otavio Augusto Troyano De Castro;Armador;292;13;Otávio;1.88
158;Paulo Fernando Moreira De Castro;Pivo;113;19;Paulão;2.11
159;Paulo Rogerio Nery;Armador;104;19;Paulo Nery;1.9
161;Rafael Carlos Stabile Silva;Ala;277;10;R, Stabile;1.95
162;Rafael De Souza Fusco;Ala;334;18;Fusco;1.92
163;Rafael Diogo da Silva;Armador;789;24;Rafinha;1.91
164;Rafael Donatti Alves Maia;Pivo;130;17;Maia;2.01
165;Rafael Ferreira de Sousa;AlaPivo;107;17;Mineiro;1.91
167;Rafael Mihossi da Silva;Armador;781;17;Taqua;1.9
169;Rafael Paulo De Lara Araújo;Pivo;191;2;Babby;2.12
170;Rafael Rodrigues;Pivo;35;3;Mineiro;1.91
171;Rafael Sabbag;Armador;302;27;Sabbag;1.91
173;Raul Oliveira Rodrigues;AlaPivo;53;27;Raul;1.93
174;Raul Togni Neto;Armador;189;16;Raulzinho;1.84
175;Renan Santos Lenz;Pivo;216;10;Renan;1.91
176;Renato Carbonari;AlaPivo;145;13;Renato;2.05
177;Renato Lamas Pinto;Ala;117;15;Renato Lamas;2.03
178;Ricardo Augusto Ferreira Ignácio;Armador;322;19;Ricardo;1.91
179;Ricardo Junqueira Giannecchini;Armador;263;26;Ricardo;1.81
181;Ricardo Leopoldo de Azevedo;AlaPivo;28;13;Ricardo;2.02
182;Ricardo Luis Probst;Pivo;95;16;Ricardo Probst;2
183;Ricardo Santos Gaspar;AlaPivo;1059;21;Gaspar;2.05
184;Roberto Dias Ferreira;Pivo;792;24;Roberto;2
186;Rodrigo César Silva;AlaPivo;167;16;Rodrigo Silva;2.05
187;Rodrigo Del Arco;Armador;270;27;Diguinho;1.76
188;Rodrigo Pereira Santos Bispo;Pivo;75;26;Rodrigo Bahia;2.04
189;Rodrigo Reis Silva;Pivo;106;18;Rodrigo;2.06
190;Rodrigo Stefanelli Martins;Armador;329;17;Rodrigo;1.91
191;Rogério Klafke;Ala;446;14;Rogério;2
192;Rômulo Gabriel De Oliveira Cardoso;Ala;356;1;Rômulo;1.87
193;Shamell Jermaine Stallworth;Ala;137;15;Shamell;1.91
194;Shilton Alessanco dos Santos;Pivo;43;1;Shilton;1.98
195;Soriani;Pivo;150;24;Soriani;1.86
196;Sylvester Morgan;Armador;774;14;Morgan;1.91
197;Tchielo Lisboa Camboim;AlaPivo;768;3;Tchielo;2
198;Telmo Santos Oliveira;Armador;312;19;Telmo;1.91
200;Thiago Fabiano Da Silva Pereira;Armador;323;19;Thiaguinho;1.91
201;Thiago Farias Mathias Rosa;Pivo;175;17;Mathias;1.91
202;Thiago Francisco Labbate;Pivo;308;27;Labbate;2.08
203;Thiago Melo;Armador;101;18;Thiaguinho;1.77
204;Thiago Perez Pereira da Silva;Ala;161;26;Perez;1.93
205;Thomas Lutke Gehrke;AlaPivo;271;17;Gehrke;2.03
206;Thomaz de Moura Melazzo;AlaPivo;326;17;T, Melazzo;2.02
207;Thulius Kreling Da Rosa;Armador;300;27;Thulius;1.91
208;Tiago Valentim de Lima;Pivo;62;1;Tiagão;1.91
209;Tiago Veiga Viera Souza;Armador;780;17;T, Veiga;1.9
210;Valter Apolinario da Silva;Armador;480;3;Valtinho;1.91
212;Vinicius de Oliveira Cornélio Pastor;Ala;1007;19;Pastor;1.91
213;Vinícius Villela Gobor;Armador;166;17;Vinícius;1.91
214;Vitor Alves Benite;AlaArmador;483;18;Benite;1.9
215;Wagner Carvalho França Mattos;Pivo;203;2;Wagner;1.91
216;Wanderson De Jesus Jovino;Pivo;173;24;De Jesus;2.03
217;Welington Reginaldo Dos Santos;Armador;366;15;Nezinho;1.91
218;William Fournou Drudi;Pivo;159;14;Drudi;2.02
219;Willian Dias da Silva;Ala;343;24;Willian;1.91
221;Adriano Jose Faggeane Galvão;Armador;32;19;Di;1.92
222;Adriano de Abreu  Machado;Pivo;848;25;Adriano;1.91
223;Alessandro Magno Rocha Dos Santos;AlaPivo;174;24;Casé;2.03
224;Alex Ribeiro Garcia;Ala;481;3;Alex;1.9
225;Alexandre Henrique Santos Pinheiro;Armador;58;21;Xande;1.85
226;Alexandro da Silva de Oliveira;Ala;147;13;Alex;1.91
227;Alírio Alves de Souza;Pivo;284;2;Alírio;2.1
228;Amiel Erick Vega Morejon;AlaPivo;380;24;Amiel14;2.04
229;Anderson Jose De Oliveira;Pivo;352;19;Anderson Tigrão;2.02
230;Andre Luiz G, de Oliveira;Pivo;55;24;Andre;1.91
231;Andre Luiz Marques Ferreira Dos Santos;Ala;320;19;Mudo;1.98
232;André Luiz Bresolin Góes;Ala;57;1;André;1.95
233;André Luiz Brugger De Mello Rodrigues;Armador;241;1;André;1.93
234;André Luiz Chueri da Silva Barbosa;Ala;156;2;Dedé Barbosa;2.01
235;André Luiz Quirino Pereira;Pivo;351;17;A, Bambu;2.05
236;André Stefanelli Martins;Ala;447;17;Dedé;1.98
237;André de Souza Silva;Pivo;85;14;Andrezão;1.91
238;Antonie Mathew Stockman;Ala;135;14;Tony;1.81
239;Aristides Josuel Dos Santos;Pivo;114;18;Josuel;2.05
240;Arlindo Gomes Baltazar Neto;AlaArmador;23;10;Neto;1.91
241;Arnaldo de Souza Moreira Filho;AlaArmador;275;10;Arnaldinho;1.91
242;Arthur Luiz Belchor Silva;Ala;31;3;Arthur;1.97
243;Audrei Parisotto;Ala;40;1;Audrei;1.91
244;Augusto Cesar Bresolin Goes;AlaPivo;50;1;Augusto;1.95
245;Bernardo Guimarães  Barreto;Armador;44;25;Bernardo;1.83
247;Brown;AlaPivo;141;10;Brown;1.99
248;Bruno Enrico Mortari;Ala;118;18;Bruno Mortari;1.86
249;Bruno Lira Barbosa da Silva;AlaPivo;65;21;Bruno;2.01
250;Caio Roberto Ranches de Souza;Ala;948;10;Caio;1.92
251;Carlos Alexandre Rodrigues do Nascimento;AlaPivo;482;18;Olivinha;2.03
252;Cauê Borges dos Santos;AlaArmador;96;14;Cauê;1.9
253;Cauê Verzola de Freitas;Armador;97;14;Cauê;1.92
255;Cesar Luiz Fabretti Araujo;AlaPivo;119;18;César;2.02
256;Charles;Pivo;127;25;Charles;1.78
257;Chinwuba Uzoma Jeffersom Agba;Pivo;190;13;Jeff;2.08
258;Cicero da Silva Gonzaga;Ala;11363;21;Cicero;2.02
259;Cláudio Antônio Gomes Clemente;Pivo;38;3;Brasília;2.02
261;Daniel Almiro Zillmer;Ala;828;17;Gaúcho;1.98
262;Daniel Campos Machado da Silva;Pivo;212;24;Kaçamba;1.92
264;Darlan Ferreira De Oliveira;Pivo;87;26;Darlan;2.07
265;David Da Silva Teles;Pivo;160;14;David;2.04
266;Deivisson Dos Santos Costa;Pivo;25;10;Deivisson;2.1
267;Delano Thomas;AlaArmador;139;10;Thomas;2.04
268;Diego Dias Silva;Pivo;1033;13;Diego D,;2.08
269;Diego Dos Santos Augusto;Pivo;278;10;Diego;1.75
271;Diego Pinheiro Da Silva;Ala;39;18;Diego;1.95
273;Eduardo Augusto Reis Baeta;Ala;286;26;Feliz;1.95
274;Eduardo Citrangolo Barbosa;Armador;48;25;Barbosa;1.89
275;Eduardo Magalhães Machado;AlaArmador;267;2;Duda;1.91
276;Eduardo Mariano de Oliveira;Ala;140;17;Mariano;1.93
277;Edwandesson Carvalho;AlaArmador;151;13;Eddy;1.96
279;Eric;Armador;197;13;Eric;1.91
280;Eric Aparecido Soares;AlaPivo;51;21;Eric;2.04
281;Evandro Fernandes Pinto;AlaPivo;45;13;Soró;1.9
282;Everton Vinicius De Moraes;AlaPivo;148;13;Everton;1.96
283;Fabricio Russo de Oliveira;Ala;309;19;Fabricio;2
284;Facundo Luis Sucatzky;Armador;188;16;Sucatzky;1.77
285;Felipe Gustavo Da Silva;Armador;21;10;Felipe;1.87
286;Felipe Taddei;AlaArmador;93;14;Taddei;1.9
287;Fernando Carneiro Coloneze;Pivo;180;2;Coloneze;2.07
288;Fernando Feres Penna;Armador;449;17;F, Penna;1.89
289;Fernando Fischer;AlaArmador;149;13;F, Fischer;1.9
290;Fernando Martins Alvim;Pivo;122;25;Fernando;2.02
291;Flavio Aurélio Dos Santos Soares;Armador;294;1;Espiga;1.87
293;Francisco Tardivo Delben;AlaPivo;22;10;Chico;2.02
294;Frederico Lima Santos;Armador;153;2;Fred;1.84
295;Frederico Rossi Dos Santos;Ala;33;3;Rossi;1.95
296;Fábio Schoenberger;Ala;42;1;Fábio Catarina;1.92
297;Fúlvio Chiantia de Assis;Armador;214;19;Fúlvio;1.91
298;Guilherme Filipin Alves Pereira;Ala;86;25;Filipin;1.91
299;Guilherme Frantz Teichmann;AlaPivo;182;2;Teichmann;2.04
300;Guilherme Giovannoni;AlaPivo;78;3;Giovannoni;1.91
301;Guilherme Pereira Deodato;Ala;146;13;Gui;1.92
302;Guilherme Santos Hubner;AlaPivo;168;16;Guilherme;2.1
303;Gustavo Santos Pereira Lima;Armador;310;18;Lima;1.91
304;Harper Terry Williams;Pivo;71;14;Williams;2.02
305;Hélio Rubens Garcia Filho;Armador;91;14;Helinho;1.83
306;Hélio Vitor Luiz da Costa Lima;AlaArmador;152;2;Hélio;1.87
307;James Clarence Parker;AlaArmador;64;26;Jay Parker;1.85
308;Jamison Rudy Van Brewer;Armador;56;18;Brewer;1.94
309;Jarjuan Stane Smith;AlaPivo;163;16;Smith;1.9
310;Jefferson Campos;AlaArmador;1058;17;Jefferson;1.91
311;Jefferson William Andrade da Silva Antônio;AlaPivo;154;2;Jefferson;2.07
312;Jefferson de Souza Sobral;Pivo;70;1;J, Sobral;2.03
313;Jeffries;Pivo;169;16;Jeffries;2.02
314;Jhonatan Luz dos Santos;Ala;26;10;Jhonatan;1.97
315;Jimmy Dreher de Oliveira;Ala;105;19;Jimmy;1.91
316;Joel Gabriel Muñoz Castillo;Armador;342;24;Muñoz;1.75
317;Johnnie Nascimento Silva Reis;Pivo;63;21;Johnnie;1.86
318;Jonh Albert Thomas;AlaPivo;84;26;Thomas;1.96
319;Jose Guilherme Nascimento Haas;Ala;126;25;Haas;1.95
320;José Anibal Arantes Limonta Silva;Armador;80;25;Zezinho;1.84
321;José Estevam Ferreira Junior;Pivo;36;3;Estevão;2.11
322;José Roberto Nardi Duarte;AlaArmador;134;17;Betinho;1.95
323;João Gabriel Abreu Fidélis;Ala;158;24;João;1.88
324;João Paulo Lopes Batista;Pivo;11957;25;Batista;2.06
327;João Victor Chaves Ramalho;Pivo;285;1;João Victor;2
329;Julio Cesar De Toledo;AlaPivo;131;10;Julio;1.91
331;Larry James Taylor Jr;Armador;192;13;Larry;1.91
332;Leandro Da Cruz Silva;AlaPivo;165;16;Leandro Silva;2.03
333;Leandro Sedenir Buboltz;AlaArmador;213;26;Buboltz;2
334;Leonard Raye Mosley;Ala;215;24;Mosley;1.95
335;Leonardo Di Pacce Dos Santos;Pivo;102;18;Morro;1.91
336;Leonardo Quadrado;Armador;124;25;Léo;2
337;Lucas Daniel Tischer;Pivo;100;26;Tischer;2.08
339;Lucas Moura Costa;Ala;172;24;Lucão;1.86
340;Lucas Tobias dos Santos;Pivo;128;25;Lucas;1.97
341;Luis  Fernando de Souza;AlaArmador;99;18;L, Fernando;2.1
342;Luis Fernando da Silva;AlaArmador;138;10;Luisinho;1.83
343;Luiz Felipe Campos Lemes;AlaArmador;155;16;Luiz Felipe;1.9
344;Luiz Felipe Elizeu Mendes Ribeiro;AlaPivo;273;17;Felipe;2
345;Luiz Felipe Faria Azevedo Filho;Ala;61;21;Felipinho;1.9
346;Magen Pharez McNeil;Ala;66;21;McNeil;1.98
347;Manuil Egídio Leal De Souza;Pivo;59;21;Manuil;2.13
348;Marcelo Magalhães Machado;Ala;193;2;Marcelinho;2
349;Marcio Borges;AlaArmador;209;14;Turcão;1.91
350;Marcos Martins da Rosa;Pivo;52;1;Marcão;2.08
351;Marcos Vinícius Inácio;Pivo;178;10;Marcão;2.05
352;Mark Antonio Borders;Armador;825;26;Mark Borders;1.87
353;Matheus Marin De Freitas;;678;24;Matheus Freitas;1.91
354;Matheus dos Prazeres Costa;Armador;30;19;Matheus;1.8
355;Murilo Becker da Rosa;Pivo;187;16;Murilo;2.08
357;Márcio Santos Cipriano;AlaPivo;34;3;Cipriano;2
358;Márcio da Silva Dornelles;Ala;445;14;Márcio;1.96
359;Nailson Cunha da Silva;Pivo;121;25;Nailson;2.02
360;Otavio Augusto Troyano De Castro;Armador;292;26;Otávio;1.88
362;Paulo Fernando Moreira De Castro;Pivo;113;19;Paulão;2.11
363;Paulo Heitor Boracini;AlaArmador;210;17;Paulinho;1.91
364;Paulo Henrique Rossito;;112;26;Paulão;2.02
365;Paulo Rogerio Nery;Armador;104;19;Paulo Nery;1.9
366;Rafael Diogo da Silva;Armador;789;24;Rafinha;1.91
367;Rafael Donatti Alves Maia;Pivo;130;17;Maia;2.01
368;Rafael Ferreira de Sousa;AlaPivo;107;19;Mineiro;1.91
369;Rafael Leite Malfi;Armador;11259;17;Rafa;1.85
370;Rafael Paulo De Lara Araújo;Pivo;191;17;Babby;2.12
371;Rafael Rodrigues;Pivo;35;3;Mineiro;1.91
372;Ralfi Silva Ansaloni;Pivo;801;21;Ansaloni;1.91
373;Raul Oliveira Rodrigues;AlaPivo;53;21;Raul;1.93
374;Raul Togni Neto;Armador;189;16;Raulzinho;1.84
375;Renan Santos Lenz;Pivo;216;10;Renan;1.91
376;Renato Carbonari;AlaPivo;145;13;Renato;2.05
377;Renato Lamas Pinto;Ala;117;19;Renato Lamas;2.03
378;Ricardo Junqueira Giannecchini;Armador;263;26;Ricardo;1.81
379;Ricardo Leopoldo de Azevedo;AlaPivo;28;13;Ricardo;2.02
380;Ricardo Luis Probst;Pivo;95;14;Ricardo Probst;2
381;Ricardo Santos Gaspar;AlaPivo;1059;13;Gaspar;2.05
382;Roberto Dias Ferreira;Pivo;792;24;Roberto;2
384;Rodrigo Alves Maistro;Ala;68;3;R, Biro;1.97
385;Rodrigo César Silva;AlaPivo;167;16;Rodrigo Silva;2.05
386;Rodrigo Pereira Santos Bispo;Pivo;75;26;Rodrigo Bahia;2.04
387;Rodrigo de Camargo Sant´anna;Armador;232;25;Rato;1.91
388;Rogério Klafke;Ala;446;14;Rogério;2
389;Ronald Rudson Rodrigues dos Reis;Pivo;437;3;Ronald;2.07
390;Rômulo Gabriel De Oliveira Cardoso;Ala;356;1;Rômulo;1.87
392;Shamell Jermaine Stallworth;Ala;137;18;Shamell;1.91
393;Shilton Alessanco dos Santos;Pivo;43;1;Shilton;1.98
394;Soriani;Pivo;150;13;Soriani;1.86
396;Thiago César Carneiro Marcello;Ala;11304;17;Thiaguinho;1.86
397;Thiago Farias Mathias Rosa;Pivo;175;17;Mathias;1.91
398;Thiago Melo;Armador;101;18;Thiaguinho;1.77
399;Thiago Perez Pereira da Silva;Ala;161;16;Perez;1.93
400;Thomas Lutke Gehrke;AlaPivo;271;18;Gehrke;2.03
401;Thyago Taroni Aleo;Armador;29;25;Thyago Aleo;1.83
402;Tiago Valentim de Lima;Pivo;62;1;Tiagão;1.91
403;Tramaine Deshaun Stevens;Pivo;72;21;Stevens;1.95
404;Valter Apolinario da Silva;Armador;480;3;Valtinho;1.91
405;Vinicius Bristott;AlaPivo;54;1;V, Bristott;1.92
406;Vinicius de Oliveira Cornélio Pastor;Ala;1007;19;Pastor;1.91
407;Vinícius Villela Gobor;Armador;166;17;Vinícius;1.91
408;Vitor Alves Benite;AlaArmador;483;14;Benite;1.9
409;Vitor Boccardo;AlaPivo;157;2;Vitor;2
411;Wagner Carvalho França Mattos;Pivo;203;2;Wagner;1.91
412;Wanderson Camargo Trigueiro;AlaPivo;108;19;Wanderson;2.04
413;Wanderson De Jesus Jovino;Pivo;173;24;De Jesus;2.03
414;Welington Reginaldo Dos Santos;Armador;366;3;Nezinho;1.91
415;William Fournou Drudi;Pivo;159;16;Drudi;2.02
416;Adriano de Abreu  Machado;Pivo;848;26;Adriano;1.91
417;Alex Donizete Passilongo;Pivo;444;22;Alex Passilongo;2.12
418;Alex Ribeiro Garcia;Ala;481;3;Alex;1.9
419;Alexandre Henrique Santos Pinheiro;Armador;58;19;Xande;1.85
420;Alexandro da Silva de Oliveira;Ala;147;13;Alex;1.91
421;Alírio Alves de Souza;Pivo;284;3;Alírio;2.1
422;Amiel Erick Vega Morejon;AlaPivo;380;22;Amiel14;2.04
423;Anderson Eurípedes Ferreira;AlaPivo;81;26;Mosso;2.05
424;André Luiz Bresolin Góes;Ala;57;18;André;1.95
425;André Luiz Brugger De Mello Rodrigues;Armador;241;1;André;1.93
426;André Luiz Quirino Pereira;Pivo;351;15;A, Bambu;2.05
427;André Stefanelli Martins;Ala;447;14;Dedé;1.98
428;André de Souza Silva;Pivo;85;26;Andrezão;1.91
429;Antonie Mathew Stockman;Ala;135;26;Tony;1.81
430;Aristides Josuel Dos Santos;Pivo;114;18;Josuel;2.05
431;Arlindo Gomes Baltazar Neto;AlaArmador;23;10;Neto;1.91
432;Arnaldo de Souza Moreira Filho;AlaArmador;275;16;Arnaldinho;1.91
433;Arquilaly Souza dos Santos;AlaPivo;377;22;Souza;1.97
434;Arthur José da Luz Casimiro;Pivo;370;17;Arthur;1.91
435;Arthur Luiz Belchor Silva;Ala;31;3;Arthur;1.97
436;Audrei Parisotto;Ala;40;1;Audrei;1.91
437;Augusto Cesar Bresolin Goes;AlaPivo;50;1;Augusto;1.95
438;Bernard Gregory Robinson Jr;Ala;475;16;Robinson Jr;1.98
439;Bernardo Guimarães  Barreto;Armador;44;20;Bernardo;1.83
440;Brett Larry Winkelman;AlaPivo;436;16;Winkelman;1.98
441;Bruno Costa Savignani;Armador;398;3;Bruno;1.84
442;Bruno Enrico Mortari;Ala;118;18;Bruno Mortari;1.86
443;Bruno Irigoyen;Ala;324;16;Bruno;1.98
444;Bruno Pires Fiorotto;Pivo;484;18;B, Fiorotto;2.08
445;Bruno Vieira da Cruz Langsdorff;Armador;348;3;Bruninho;1.88
446;Carlos Alexandre Rodrigues do Nascimento;AlaPivo;482;18;Olivinha;2.03
448;Cauê Borges dos Santos;AlaArmador;96;16;Cauê;1.9
449;Cauê Verzola de Freitas;Armador;97;26;Cauê;1.92
450;Chandler Yury Chaves;Ala;133;10;Chandler;1.96
