"","X.2","predict","Ala","AlaArmador","AlaPivo","Armador","Pivo","jogador","id_jogador","jogador..3","jogador_apelido","Temporada","id_equipe","equipe","played_minutes","tried_two_points","made_two_points","lost_two_points","two_points","tried_three_points","made_three_points","lost_three_points","three_points","tried_free_throw_points","made_free_throw_points","lost_free_throw_points","tried_points","lost_points","total_points","offensive_rebounds","defensive_rebounds","total_assists","steals","free_throw_points","correct_two_points_throws","wrong_two_points_throws","two_points_throws_total","wrong_throws","tried_dunk_points","dunk_points","correct_three_points_throws","three_points_throws_total","wrong_three_points_throws","correct_free_throws","wrong_free_throws","total_free_throws","total_rebounds","total_of_blocks","commited_fouls","received_fouls","fouls","total_fouls","total_of_errors","mistakes","pos","exp","maxPosition","posGroup","totalPos","range","type","posingles","pos1","PG","SG","SF","PF","C"
"586",586,"Armador",0.0243706309055908,0.0916975592814184,0.0033622337024584,0.877713276755441,0.00285629935509136,"Ricardo Fischer",478,"Ricardo Fischer","Fischer","NBB 4",19,"São José",414.78336,0.14224292893524,0.0892031927220996,0.0530397362131403,0.178406385444199,0.144653826035837,0.0602724275149321,0.084381398520905,0.180817282544796,0.0988467811244887,0.0867922956215023,0.0120544855029864,0.81729411710248,0.718447335977991,0.446015963610498,0.00964358840238914,0.0795596043197104,0.137421134734045,0.0385743536095566,0.0867922956215023,0.0892031927220996,0.0530397362131403,0.14224292893524,0.501466596924235,0,0,0.0602724275149321,0.144653826035837,0.084381398520905,0.0867922956215023,0.0120544855029864,0.0988467811244887,0.0892031927220996,0,0.118133957929267,0.11572306082867,0.118133957929267,0.118133957929267,0.0723269130179186,0.0602724275149321,"Armador",7,0.877713276755441,"PG",1,80,"Specialist","Point Guard","PG",0.877713276755441,0.0916975592814184,0.0243706309055908,0.0033622337024584,0.00285629935509136
"587",587,"Ala",0.464434461381588,0.0287512773093436,0.450846838458785,0.0169527780683923,0.0390146447818911,"Ricardo Leopoldo de Azevedo",28,"Ricardo Leopoldo de Azevedo","Ricardo","NBB 4",10,"Araraquara",830.8667,0.226269749407456,0.113134874703728,0.113134874703728,0.226269749407456,0.117949124691121,0.0433282498865341,0.0746208748045866,0.129984749659602,0.11193131220688,0.0830458122825238,0.0288854999243561,0.918318185095154,0.770279997982829,0.439300311349582,0.0252748124338116,0.0926743122573091,0.049346062370775,0.0361068749054451,0.0830458122825238,0.113134874703728,0.113134874703728,0.226269749407456,0.609002623405174,0.014442749962178,0.014442749962178,0.0433282498865341,0.117949124691121,0.0746208748045866,0.0830458122825238,0.0288854999243561,0.11193131220688,0.117949124691121,0.0120356249684817,0.0445318123833823,0.101099249735246,0.0445318123833823,0.0445318123833823,0.0469389373770787,0.0336997499117488,"AlaPivo",5,0.464434461381588,"SF,PF",2,40,"Versatile","Power Forward","PF",0.0169527780683923,0.0287512773093436,0.464434461381588,0.450846838458785,0.0390146447818911
"588",588,"Pivo",0.0154871073618968,0.0178038580762686,0.0461138514618614,0.0156945920625734,0.9049005910374,"Ricardo Luis Probst",95,"Ricardo Luis Probst","Ricardo Probst","NBB 4",14,"Franca",439.93313,0.240945709180848,0.134111290959151,0.106834418221697,0.268222581918302,0.00454614545624241,0,0.00454614545624241,0,0.136384363687272,0.102288272765454,0.0340960909218181,0.631914218417695,0.488710636546059,0.370510854683756,0.0681921818436361,0.159115090968484,0.0431883818343029,0.0250038000093332,0.102288272765454,0.134111290959151,0.106834418221697,0.240945709180848,0.618275782048967,0.022730727281212,0.022730727281212,0,0.00454614545624241,0.00454614545624241,0.102288272765454,0.0340960909218181,0.136384363687272,0.22730727281212,0.0181845818249696,0.143203581871636,0.111380563677939,0.143203581871636,0.143203581871636,0.0522806727467877,0.0431883818343029,"Pivo",5,0.9049005910374,"C",1,90,"Specialist","Center","C",0.0156945920625734,0.0178038580762686,0.0154871073618968,0.0461138514618614,0.9049005910374
"589",589,"Armador",0.0469101838292691,0.234047646000362,0.0045468673292456,0.710767282289143,0.00372802055197995,"Robby Stephen Collum",424,"Robby Stephen Collum","Collum","NBB 4",20,"Uberlândia",1336.5001,0.138421239175366,0.0665918393870678,0.0718293997882978,0.133183678774136,0.205013078562433,0.0800598518473736,0.12495322671506,0.240179555542121,0.0987654247089095,0.0823045205907579,0.0164609041181516,0.99064713874694,0.863449243288496,0.455667754907014,0.0142162353747673,0.105499430939062,0.131687232945213,0.0471380436110704,0.0823045205907579,0.0665918393870678,0.0718293997882978,0.138421239175366,0.51103625057716,0,0,0.0800598518473736,0.205013078562433,0.12495322671506,0.0823045205907579,0.0164609041181516,0.0987654247089095,0.11971566631383,0.00374111457230718,0.0823045205907579,0.10924054551137,0.0823045205907579,0.0823045205907579,0.0441451519532247,0.0381593686375332,"AlaArmador",4,0.710767282289143,"SG,PG",2,70,"Versatile","Shooting Guard","SG",0.710767282289143,0.234047646000362,0.0469101838292691,0.0045468673292456,0.00372802055197995
"590",590,"Ala",0.691752064914923,0.0662894264129021,0.0909549325739781,0.115483108256488,0.0355204678417092,"Robert Andrew Day",425,"Robert Andrew Day","Robert Day","NBB 4",20,"Uberlândia",1146.5334,0.147400851994368,0.082858467097426,0.0645423848969424,0.165716934194852,0.200604709814821,0.0846028558784245,0.116001853936396,0.253808567635273,0.128212575403386,0.105535521250406,0.0226770541529798,1.02482840883659,0.903593388557193,0.525061023080531,0.0287824148864743,0.121235020279392,0.0802418839259284,0.0357599700104681,0.105535521250406,0.082858467097426,0.0645423848969424,0.147400851994368,0.580009269681982,0,0,0.0846028558784245,0.200604709814821,0.116001853936396,0.105535521250406,0.0226770541529798,0.128212575403386,0.150017435165866,0.00436097195249611,0.0968135773454136,0.131701352965382,0.0968135773454136,0.0968135773454136,0.0715199400209361,0.0532038578204525,"Ala",6,0.691752064914923,"SF",1,60,"Specialist","Small Forward","SF",0.115483108256488,0.0662894264129021,0.691752064914923,0.0909549325739781,0.0355204678417092
"591",591,"Ala",0.675135284065093,0.0903228737448169,0.102058568822773,0.0964909547933181,0.0359923185739992,"Rodrigo Alves Maistro",68,"Rodrigo Alves Maistro","R, Biro","NBB 4",15,"Limeira",481.41653,0.141249823723336,0.0519300822512264,0.0893197414721094,0.103860164502453,0.116323384242747,0.0498528789611773,0.0664705052815698,0.149558636883532,0.0643933019915207,0.0436212690910302,0.0207720329004906,0.695863102166434,0.633547003464962,0.297040070477015,0.0207720329004906,0.0643933019915207,0.0540072855412755,0.0228492361905396,0.0436212690910302,0.0519300822512264,0.0893197414721094,0.141249823723336,0.367664982338683,0.00415440658009811,0.00415440658009811,0.0498528789611773,0.116323384242747,0.0664705052815698,0.0436212690910302,0.0207720329004906,0.0643933019915207,0.0851653348920113,0,0.118400587532796,0.0519300822512264,0.118400587532796,0.118400587532796,0.0540072855412755,0.0477756756711283,"Ala",3,0.675135284065093,"SF",1,60,"Specialist","Small Forward","SF",0.0964909547933181,0.0903228737448169,0.675135284065093,0.102058568822773,0.0359923185739992
"592",592,"AlaPivo",0.0249905978722939,0.00367194350695559,0.642919989990295,0.00368018523023764,0.324737283400218,"Rodrigo César Silva",167,"Rodrigo César Silva","Rodrigo Silva","NBB 4",16,"Minas",307.8833,0.172143146445423,0.094191532960703,0.0779516134847197,0.188383065921406,0.0259838711615732,0.00324798389519665,0.0227358872663766,0.00974395168558996,0.074703629589523,0.0292318550567699,0.0454717745327532,0.496941535965088,0.389758067423599,0.227358872663766,0.113679436331883,0.175391130340619,0.0357278228471632,0.0259838711615732,0.0292318550567699,0.094191532960703,0.0779516134847197,0.172143146445423,0.393006051318795,0.0194879033711799,0.0194879033711799,0.00324798389519665,0.0259838711615732,0.0227358872663766,0.0292318550567699,0.0454717745327532,0.074703629589523,0.289070566672502,0.0324798389519665,0.165647178655029,0.0519677423231465,0.165647178655029,0.165647178655029,0.0487197584279498,0.0324798389519665,"AlaPivo",6,0.642919989990295,"PF,C",2,60,"Versatile","Power Forward","PF",0.00368018523023764,0.00367194350695559,0.0249905978722939,0.642919989990295,0.324737283400218
"593",593,"Pivo",0.0148533060931384,0.0182181170699886,0.0465074276536675,0.0167884340915834,0.903632715091622,"Rodrigo Pereira Santos Bispo",75,"Rodrigo Pereira Santos Bispo","Rodrigo Bahia","NBB 4",29,"Tijuca",583.19997,0.378943778066381,0.204046649728051,0.17489712833833,0.408093299456103,0.0308641991185288,0.00685871091522861,0.0240054882033002,0.0205761327456858,0.102880663728429,0.0720164646099005,0.0308641991185288,0.953360817216777,0.934499362199899,0.500685896811689,0.0685871091522861,0.132030185118151,0.0394375877625645,0.022290810474493,0.0720164646099005,0.204046649728051,0.17489712833833,0.378943778066381,0.781893044336062,0.00342935545761431,0.00342935545761431,0.00685871091522861,0.0308641991185288,0.0240054882033002,0.0720164646099005,0.0308641991185288,0.102880663728429,0.200617294270437,0.00857338864403577,0.125171474202922,0.0977366305420078,0.125171474202922,0.125171474202922,0.0788751755251291,0.0548696873218289,"Pivo",4,0.903632715091622,"C",1,90,"Specialist","Center","C",0.0167884340915834,0.0182181170699886,0.0148533060931384,0.0465074276536675,0.903632715091622
"594",594,"Ala",0.440159314836027,0.0515117985192651,0.301176963082089,0.0530022092929514,0.154149714269667,"Rogério Klafke",446,"Rogério Klafke","Rogério","NBB 4",15,"Limeira",695.19987,0.117951690641139,0.0690448920826179,0.048906798558521,0.138089784165236,0.122266996396303,0.0402761870481938,0.0819908093481088,0.120828561144581,0.0676064568308967,0.0503452338102422,0.0172612230206545,0.670310827302082,0.582566276947089,0.309263579120059,0.0431530575516362,0.171173794954824,0.0460299280550786,0.0215765287758181,0.0503452338102422,0.0690448920826179,0.048906798558521,0.117951690641139,0.386939082713005,0,0,0.0402761870481938,0.122266996396303,0.0819908093481088,0.0503452338102422,0.0172612230206545,0.0676064568308967,0.21432685250646,0.0100690467620484,0.0647295863274543,0.0589758453205695,0.0647295863274543,0.0647295863274543,0.0445914928033574,0.0287687050344241,"Ala",5,0.440159314836027,"SF,PF",2,40,"Versatile","Small Forward","SF",0.0530022092929514,0.0515117985192651,0.440159314836027,0.301176963082089,0.154149714269667
"595",595,"AlaArmador",0.115309890124304,0.450650710847211,0.00695384248118609,0.422344838630207,0.00474071791709125,"Ronald Ricardo Ramon Guerreiro",365,"Ronald Ricardo Ramon Guerreiro","Ramon","NBB 4",15,"Limeira",857.2165,0.123656042551677,0.0571617555191716,0.0664942870325058,0.114323511038343,0.199482861097517,0.0909921822550079,0.108490678842509,0.272976546765024,0.116656643916677,0.101491280207509,0.015165363709168,0.962417312312584,0.846927234835074,0.488791338010876,0.0128322308308345,0.045496091127504,0.0746602521066732,0.0233313287833354,0.101491280207509,0.0571617555191716,0.0664942870325058,0.123656042551677,0.507456401037544,0,0,0.0909921822550079,0.199482861097517,0.108490678842509,0.101491280207509,0.015165363709168,0.116656643916677,0.0583283219583384,0.00116656643916677,0.0816596507416738,0.107324112403343,0.0816596507416738,0.0816596507416738,0.0431629582491704,0.0349969931750031,"Armador",7,0.450650710847211,"SG,PG",2,40,"Versatile","Point Guard","PG",0.422344838630207,0.450650710847211,0.115309890124304,0.00695384248118609,0.00474071791709125
"596",596,"Pivo",0.00920219993117324,0.0128928113737521,0.0395913724531706,0.0114262760606176,0.926887340181286,"Ronald Rudson Rodrigues dos Reis",437,"Ronald Rudson Rodrigues dos Reis","Ronald","NBB 4",3,"Brasília",221.9833,0.261280916177028,0.162174361765052,0.099106554411976,0.324348723530103,0.0180193735294502,0,0.0180193735294502,0,0.099106554411976,0.0765823375001633,0.0225242169118127,0.675726507354382,0.536076362501143,0.400931061030267,0.0810871808825259,0.175688891912139,0.0225242169118127,0.0180193735294502,0.0765823375001633,0.162174361765052,0.099106554411976,0.261280916177028,0.617163543383669,0.0270290602941753,0.0270290602941753,0,0.0180193735294502,0.0180193735294502,0.0765823375001633,0.0225242169118127,0.099106554411976,0.256776072794665,0.0450484338236255,0.166679205147414,0.0855920242648884,0.166679205147414,0.166679205147414,0.099106554411976,0.0810871808825259,"Pivo",8,0.926887340181286,"C",1,90,"Specialist","Center","C",0.0114262760606176,0.0128928113737521,0.00920219993117324,0.0395913724531706,0.926887340181286
"597",597,"Ala",0.684120518844414,0.0965577341094713,0.100421949834471,0.0905115473402879,0.0283882498713557,"Shamell Jermaine Stallworth",137,"Shamell Jermaine Stallworth","Shamell","NBB 4",18,"Pinheiros",1079.5668,0.268626267499149,0.154691678180544,0.113934589318604,0.309383356361089,0.146355000913329,0.0565041459222347,0.0898508549910946,0.169512437766704,0.129681646378899,0.0981875322583095,0.0314941141205899,1.10599918411719,0.992990892272715,0.577083326386102,0.0314941141205899,0.0833667726721496,0.0750300954049347,0.0453885762326148,0.0981875322583095,0.154691678180544,0.113934589318604,0.268626267499149,0.741037979307997,0.00926297474134996,0.00926297474134996,0.0565041459222347,0.146355000913329,0.0898508549910946,0.0981875322583095,0.0314941141205899,0.129681646378899,0.114860886792739,0.00555778484480997,0.0676197156118547,0.125976456482359,0.0676197156118547,0.0676197156118547,0.0713249055083947,0.0602093358187747,"Ala",9,0.684120518844414,"SF",1,60,"Specialist","Small Forward","SF",0.0905115473402879,0.0965577341094713,0.684120518844414,0.100421949834471,0.0283882498713557
"598",598,"Pivo",0.0136519785663466,0.0164284429404435,0.0578710629646788,0.0145547362061853,0.897493779322346,"Shilton Alessanco dos Santos",43,"Shilton Alessanco dos Santos","Shilton","NBB 4",1,"Joinville",1033.2334,0.254540745585654,0.143239659112839,0.111301086472814,0.286479318225679,0.000967835534546212,0,0.000967835534546212,0,0.166467711941948,0.100654895592806,0.0658128163491424,0.678452709716895,0.57489430752045,0.387134213818485,0.095815717920075,0.165499876407402,0.0435525990545795,0.0280672305018402,0.100654895592806,0.143239659112839,0.111301086472814,0.254540745585654,0.665870847767794,0.0406490924509409,0.0406490924509409,0,0.000967835534546212,0.000967835534546212,0.100654895592806,0.0658128163491424,0.166467711941948,0.261315594327477,0.00483917767273106,0.136464810371016,0.168403383011041,0.136464810371016,0.136464810371016,0.0619414742109576,0.0396812569163947,"Pivo",9,0.897493779322346,"C",1,80,"Specialist","Center","C",0.0145547362061853,0.0164284429404435,0.0136519785663466,0.0578710629646788,0.897493779322346
